Unnamed: 0,Tweets,date tweets,Sentimen,remove_user,cleaning,case_folding,tokenisasi,normalisasi,stopword_removal,stemming,to_sentence
20,"Lah udh bikin bromo kebakaran, jelek pula 😭🤮",2023-09-07 15:19:13+00:00,1,"Lah udh bikin bromo kebakaran, jelek pula 😭🤮",Lah udh bikin bromo kebakaran jelek pula ,lah udh bikin bromo kebakaran jelek pula ,"['lah', 'udh', 'bikin', 'bromo', 'kebakaran', 'jelek', 'pula']","['lah', 'sudah', 'bikin', 'bromo', 'kebakaran', 'jelek', 'pula']","['bikin', 'bromo', 'kebakaran', 'jelek']","['bikin', 'bromo', 'bakar', 'jelek']",bikin bromo bakar jelek
21,sedih bgt gue ngeliat bromo kebakaran 😭,2023-09-07 15:21:27+00:00,1,sedih bgt gue ngeliat bromo kebakaran 😭,sedih bgt gue ngeliat bromo kebakaran ,sedih bgt gue ngeliat bromo kebakaran ,"['sedih', 'bgt', 'gue', 'ngeliat', 'bromo', 'kebakaran']","['sedih', 'banget', 'gue', 'melihat', 'bromo', 'kebakaran']","['sedih', 'banget', 'gue', 'bromo', 'kebakaran']","['sedih', 'banget', 'gue', 'bromo', 'bakar']",sedih banget gue bromo bakar
22,Wes bosok marai bromo kebakaran tolol banget,2023-09-07 15:39:59+00:00,1,Wes bosok marai bromo kebakaran tolol banget,Wes bosok marai bromo kebakaran tolol banget,wes bosok marai bromo kebakaran tolol banget,"['wes', 'bosok', 'marai', 'bromo', 'kebakaran', 'tolol', 'banget']","['wes', 'bosok', 'marai', 'bromo', 'kebakaran', 'tolol', 'banget']","['wes', 'bosok', 'marai', 'bromo', 'kebakaran', 'tolol', 'banget']","['wes', 'bosok', 'mara', 'bromo', 'bakar', 'tolol', 'banget']",wes bosok mara bromo bakar tolol banget
23,"benci bgt grgr prewedd bromo kebakaran, pdhl akhir bulan mau kesana🥲",2023-09-07 15:40:13+00:00,1,"benci bgt grgr prewedd bromo kebakaran, pdhl akhir bulan mau kesana🥲",benci bgt grgr prewedd bromo kebakaran pdhl akhir bulan mau kesana ,benci bgt grgr prewedd bromo kebakaran pdhl akhir bulan mau kesana ,"['benci', 'bgt', 'grgr', 'prewedd', 'bromo', 'kebakaran', 'pdhl', 'akhir', 'bulan', 'mau', 'kesana']","['benci', 'banget', 'gara-gara', 'prewedd', 'bromo', 'kebakaran', 'padahal', 'akhir', 'bulan', 'mau', 'kesana']","['benci', 'banget', 'gara-gara', 'prewedd', 'bromo', 'kebakaran', 'kesana']","['benci', 'banget', 'gara-gara', 'prewedd', 'bromo', 'bakar', 'kesana']",benci banget gara-gara prewedd bromo bakar kesana
24,Couple yg prewed disaster di bromo lanjut nikah ga ya 🤣 berapa itu ganti rugi kebakaran 50hektar,2023-09-07 15:40:42+00:00,2,Couple yg prewed disaster di bromo lanjut nikah ga ya 🤣 berapa itu ganti rugi kebakaran 50hektar,Couple prewed disaster bromo lanjut nikah berapa itu ganti rugi kebakaran hektar,couple prewed disaster bromo lanjut nikah berapa itu ganti rugi kebakaran hektar,"['couple', 'prewed', 'disaster', 'bromo', 'lanjut', 'nikah', 'berapa', 'itu', 'ganti', 'rugi', 'kebakaran', 'hektar']","['couple', 'prewed', 'disaster', 'bromo', 'lanjut', 'nikah', 'berapa', 'itu', 'ganti', 'rugi', 'kebakaran', 'hektar']","['couple', 'prewed', 'disaster', 'bromo', 'nikah', 'ganti', 'rugi', 'kebakaran', 'hektar']","['couple', 'prewed', 'disaster', 'bromo', 'nikah', 'ganti', 'rugi', 'bakar', 'hektar']",couple prewed disaster bromo nikah ganti rugi bakar hektar
25,"Foto yg kek gini yg bikin kebakaran di bromo? Kirain hasilnya bakalan fantastic, tnyata pathetic 😓  Jd penasaran, lanjut nikah ato ga yak.  Mana potografer yg ngide udah jd tersangka pulak",2023-09-07 15:49:52+00:00,2,"Foto yg kek gini yg bikin kebakaran di bromo? Kirain hasilnya bakalan fantastic, tnyata pathetic 😓  Jd penasaran, lanjut nikah ato ga yak.  Mana potografer yg ngide udah jd tersangka pulak",Foto kek gini bikin kebakaran bromo Kirain hasilnya bakalan fantastic tnyata pathetic penasaran lanjut nikah ato yak Mana potografer ngide udah tersangka pulak,foto kek gini bikin kebakaran bromo kirain hasilnya bakalan fantastic tnyata pathetic penasaran lanjut nikah ato yak mana potografer ngide udah tersangka pulak,"['foto', 'kek', 'gini', 'bikin', 'kebakaran', 'bromo', 'kirain', 'hasilnya', 'bakalan', 'fantastic', 'tnyata', 'pathetic', 'penasaran', 'lanjut', 'nikah', 'ato', 'yak', 'mana', 'potografer', 'ngide', 'udah', 'tersangka', 'pulak']","['foto', 'kayak', 'begini', 'bikin', 'kebakaran', 'bromo', 'mengira', 'hasilnya', 'bakalan', 'fantastic', 'tnyata', 'pathetic', 'penasaran', 'lanjut', 'nikah', 'atau', 'ya', 'mana', 'potografer', 'ngide', 'sudah', 'tersangka', 'pula']","['foto', 'kayak', 'bikin', 'kebakaran', 'bromo', 'hasilnya', 'fantastic', 'tnyata', 'pathetic', 'penasaran', 'nikah', 'potografer', 'ngide', 'tersangka']","['foto', 'kayak', 'bikin', 'bakar', 'bromo', 'hasil', 'fantastic', 'tnyata', 'pathetic', 'penasaran', 'nikah', 'potografer', 'ngide', 'sangka']",foto kayak bikin bakar bromo hasil fantastic tnyata pathetic penasaran nikah potografer ngide sangka
26,"itu yg foto prewed di kawasan bromo ampe bikin kebakaran, otaknya kemana dah 😂 lagi nyalain flare musim kemarau gni, percikan api dah pasti kena semak² kering. tolol 😭",2023-09-07 15:52:20+00:00,1,"itu yg foto prewed di kawasan bromo ampe bikin kebakaran, otaknya kemana dah 😂 lagi nyalain flare musim kemarau gni, percikan api dah pasti kena semak² kering. tolol 😭",itu foto prewed kawasan bromo ampe bikin kebakaran otaknya kemana dah lagi nyalain flare musim kemarau gni percikan api dah pasti kena semak kering tolol ,itu foto prewed kawasan bromo ampe bikin kebakaran otaknya kemana dah lagi nyalain flare musim kemarau gni percikan api dah pasti kena semak kering tolol ,"['itu', 'foto', 'prewed', 'kawasan', 'bromo', 'ampe', 'bikin', 'kebakaran', 'otaknya', 'kemana', 'dah', 'lagi', 'nyalain', 'flare', 'musim', 'kemarau', 'gni', 'percikan', 'api', 'dah', 'pasti', 'kena', 'semak', 'kering', 'tolol']","['itu', 'foto', 'prewed', 'kawasan', 'bromo', 'sampai', 'bikin', 'kebakaran', 'otaknya', 'kemana', 'deh', 'lagi', 'nyalain', 'flare', 'musim', 'kemarau', 'begini', 'percikan', 'api', 'deh', 'pasti', 'kena', 'semak', 'kering', 'tolol']","['foto', 'prewed', 'kawasan', 'bromo', 'bikin', 'kebakaran', 'otaknya', 'kemana', 'deh', 'nyalain', 'flare', 'musim', 'kemarau', 'percikan', 'api', 'deh', 'kena', 'semak', 'kering', 'tolol']","['foto', 'prewed', 'kawasan', 'bromo', 'bikin', 'bakar', 'otak', 'mana', 'deh', 'nyalain', 'flare', 'musim', 'kemarau', 'percik', 'api', 'deh', 'kena', 'semak', 'kering', 'tolol']",foto prewed kawasan bromo bikin bakar otak mana deh nyalain flare musim kemarau percik api deh kena semak kering tolol
27,"Gegara Flare Prewed, Bukit Teletubbies Gunung Bromo Terbakar  🎬 Dm for creadit   #jawapos #radarmadura #beritahariini #beritaupdate #berita #news #madura #kebakaranlahan #kebakaran #flareprewed #gunungbromotenggersemeru",2023-09-07 15:54:38+00:00,1,"Gegara Flare Prewed, Bukit Teletubbies Gunung Bromo Terbakar  🎬 Dm for creadit   #jawapos #radarmadura #beritahariini #beritaupdate #berita #news #madura #kebakaranlahan #kebakaran #flareprewed #gunungbromotenggersemeru",Gegara Flare Prewed Bukit Teletubbies Gunung Bromo Terbakar for creadit jawapos radarmadura beritahariini beritaupdate berita news madura kebakaranlahan kebakaran flareprewed gunungbromotenggersemeru,gegara flare prewed bukit teletubbies gunung bromo terbakar for creadit jawapos radarmadura beritahariini beritaupdate berita news madura kebakaranlahan kebakaran flareprewed gunungbromotenggersemeru,"['gegara', 'flare', 'prewed', 'bukit', 'teletubbies', 'gunung', 'bromo', 'terbakar', 'for', 'creadit', 'jawapos', 'radarmadura', 'beritahariini', 'beritaupdate', 'berita', 'news', 'madura', 'kebakaranlahan', 'kebakaran', 'flareprewed', 'gunungbromotenggersemeru']","['gegara', 'flare', 'prewed', 'bukit', 'teletubbies', 'gunung', 'bromo', 'terbakar', 'for', 'creadit', 'jawapos', 'radarmadura', 'beritahariini', 'beritaupdate', 'berita', 'news', 'madura', 'kebakaranlahan', 'kebakaran', 'flareprewed', 'gunungbromotenggersemeru']","['gegara', 'flare', 'prewed', 'bukit', 'teletubbies', 'gunung', 'bromo', 'terbakar', 'for', 'creadit', 'jawapos', 'radarmadura', 'beritahariini', 'beritaupdate', 'berita', 'news', 'madura', 'kebakaranlahan', 'kebakaran', 'flareprewed', 'gunungbromotenggersemeru']","['gegara', 'flare', 'prewed', 'bukit', 'teletubbies', 'gunung', 'bromo', 'bakar', 'for', 'creadit', 'jawapos', 'radarmadura', 'beritahariini', 'beritaupdate', 'berita', 'news', 'madura', 'kebakaranlahan', 'bakar', 'flareprewed', 'gunungbromotenggersemeru']",gegara flare prewed bukit teletubbies gunung bromo bakar for creadit jawapos radarmadura beritahariini beritaupdate berita news madura kebakaranlahan bakar flareprewed gunungbromotenggersemeru
28,@ipoksamidub Di zoom in zoom out...apa bagusnya dr prewed pake flare itu. Walapun ga bikin bromo kebakaran tetep aneh banget konsep fotonya,2023-09-07 16:00:57+00:00,1, Di zoom in zoom out...apa bagusnya dr prewed pake flare itu. Walapun ga bikin bromo kebakaran tetep aneh banget konsep fotonya, zoom zoom out apa bagusnya prewed pake flare itu Walapun bikin bromo kebakaran tetep aneh banget konsep fotonya, zoom zoom out apa bagusnya prewed pake flare itu walapun bikin bromo kebakaran tetep aneh banget konsep fotonya,"['zoom', 'zoom', 'out', 'apa', 'bagusnya', 'prewed', 'pake', 'flare', 'itu', 'walapun', 'bikin', 'bromo', 'kebakaran', 'tetep', 'aneh', 'banget', 'konsep', 'fotonya']","['zoom', 'zoom', 'out', 'apa', 'bagusnya', 'prewed', 'pakai', 'flare', 'itu', 'walapun', 'bikin', 'bromo', 'kebakaran', 'tetap', 'aneh', 'banget', 'konsep', 'fotonya']","['zoom', 'zoom', 'out', 'bagusnya', 'prewed', 'pakai', 'flare', 'walapun', 'bikin', 'bromo', 'kebakaran', 'aneh', 'banget', 'konsep', 'fotonya']","['zoom', 'zoom', 'out', 'bagus', 'prewed', 'pakai', 'flare', 'walapun', 'bikin', 'bromo', 'bakar', 'aneh', 'banget', 'konsep', 'foto']",zoom zoom out bagus prewed pakai flare walapun bikin bromo bakar aneh banget konsep foto
29,"3 brita teratas yg gue baca hr ini: 1.menjelang pernikahan cpw ketauan cpp open BO, 2.Saat parade mobil soundsystem gabisa lewat gamuat, warga desa ngancurin jembatan beton desa (lah kesel), 3. Savana bromo kebakaran krn si tolol tolol",2023-09-07 16:04:00+00:00,1,"3 brita teratas yg gue baca hr ini: 1.menjelang pernikahan cpw ketauan cpp open BO, 2.Saat parade mobil soundsystem gabisa lewat gamuat, warga desa ngancurin jembatan beton desa (lah kesel), 3. Savana bromo kebakaran krn si tolol tolol", brita teratas gue baca ini menjelang pernikahan cpw ketauan cpp open Saat parade mobil soundsystem gabisa lewat gamuat warga desa ngancurin jembatan beton desa lah kesel Savana bromo kebakaran krn tolol tolol, brita teratas gue baca ini menjelang pernikahan cpw ketauan cpp open saat parade mobil soundsystem gabisa lewat gamuat warga desa ngancurin jembatan beton desa lah kesel savana bromo kebakaran krn tolol tolol,"['brita', 'teratas', 'gue', 'baca', 'ini', 'menjelang', 'pernikahan', 'cpw', 'ketauan', 'cpp', 'open', 'saat', 'parade', 'mobil', 'soundsystem', 'gabisa', 'lewat', 'gamuat', 'warga', 'desa', 'ngancurin', 'jembatan', 'beton', 'desa', 'lah', 'kesel', 'savana', 'bromo', 'kebakaran', 'krn', 'tolol', 'tolol']","['berita', 'teratas', 'gue', 'baca', 'ini', 'menjelang', 'pernikahan', 'cpw', 'ketahuan', 'cpp', 'open', 'saat', 'parade', 'mobil', 'soundsystem', 'enggak bisa', 'lewat', 'gamuat', 'warga', 'desa', 'ngancurin', 'jembatan', 'beton', 'desa', 'lah', 'kesel', 'savana', 'bromo', 'kebakaran', 'karena', 'tolol', 'tolol']","['berita', 'teratas', 'gue', 'baca', 'menjelang', 'pernikahan', 'cpw', 'ketahuan', 'cpp', 'open', 'parade', 'mobil', 'soundsystem', 'enggak bisa', 'gamuat', 'warga', 'desa', 'ngancurin', 'jembatan', 'beton', 'desa', 'kesel', 'savana', 'bromo', 'kebakaran', 'tolol', 'tolol']","['berita', 'atas', 'gue', 'baca', 'jelang', 'nikah', 'cpw', 'tahu', 'cpp', 'open', 'parade', 'mobil', 'soundsystem', 'enggak bisa', 'gamuat', 'warga', 'desa', 'ngancurin', 'jembatan', 'beton', 'desa', 'kesel', 'savana', 'bromo', 'bakar', 'tolol', 'tolol']",berita atas gue baca jelang nikah cpw tahu cpp open parade mobil soundsystem enggak bisa gamuat warga desa ngancurin jembatan beton desa kesel savana bromo bakar tolol tolol
30,niat akhir bulan ng bromo malah kebakaran😭👊🏻,2023-09-07 16:04:18+00:00,2,niat akhir bulan ng bromo malah kebakaran😭👊🏻,niat akhir bulan bromo malah kebakaran ,niat akhir bulan bromo malah kebakaran ,"['niat', 'akhir', 'bulan', 'bromo', 'malah', 'kebakaran']","['niat', 'akhir', 'bulan', 'bromo', 'malah', 'kebakaran']","['niat', 'bromo', 'kebakaran']","['niat', 'bromo', 'bakar']",niat bromo bakar
31,Tadi siang temen ngajak ikut open trip ke Bromo. Sorenya dapet berita kalo Savana di Bromo kebakaran...,2023-09-07 16:05:14+00:00,2,Tadi siang temen ngajak ikut open trip ke Bromo. Sorenya dapet berita kalo Savana di Bromo kebakaran...,Tadi siang temen ngajak ikut open trip Bromo Sorenya dapet berita kalo Savana Bromo kebakaran ,tadi siang temen ngajak ikut open trip bromo sorenya dapet berita kalo savana bromo kebakaran ,"['tadi', 'siang', 'temen', 'ngajak', 'ikut', 'open', 'trip', 'bromo', 'sorenya', 'dapet', 'berita', 'kalo', 'savana', 'bromo', 'kebakaran']","['tadi', 'siang', 'teman', 'mengajak', 'ikut', 'open', 'trip', 'bromo', 'sorenya', 'dapat', 'berita', 'kalo', 'savana', 'bromo', 'kebakaran']","['siang', 'teman', 'mengajak', 'open', 'trip', 'bromo', 'sorenya', 'berita', 'savana', 'bromo', 'kebakaran']","['siang', 'teman', 'ajak', 'open', 'trip', 'bromo', 'sore', 'berita', 'savana', 'bromo', 'bakar']",siang teman ajak open trip bromo sore berita savana bromo bakar
32,"-rek udh mau 24 jam tapi terpantau belum ada yg berhasil sp1ll nama vendor2 (WO, fg) yg terlibat di kebakaran bromo:( pdhl ga masalah menghujatnya aja, biar lebih concern jg sm vendornya:(",2023-09-07 16:06:33+00:00,2,"-rek udh mau 24 jam tapi terpantau belum ada yg berhasil sp1ll nama vendor2 (WO, fg) yg terlibat di kebakaran bromo:( pdhl ga masalah menghujatnya aja, biar lebih concern jg sm vendornya:(", rek udh mau jam tapi terpantau belum ada berhasil nama vendor terlibat kebakaran bromo pdhl masalah menghujatnya aja biar lebih concern vendornya , rek udh mau jam tapi terpantau belum ada berhasil nama vendor terlibat kebakaran bromo pdhl masalah menghujatnya aja biar lebih concern vendornya ,"['rek', 'udh', 'mau', 'jam', 'tapi', 'terpantau', 'belum', 'ada', 'berhasil', 'nama', 'vendor', 'terlibat', 'kebakaran', 'bromo', 'pdhl', 'masalah', 'menghujatnya', 'aja', 'biar', 'lebih', 'concern', 'vendornya']","['rek', 'sudah', 'mau', 'jam', 'tapi', 'terpantau', 'belum', 'ada', 'berhasil', 'nama', 'vendor', 'terlibat', 'kebakaran', 'bromo', 'padahal', 'masalah', 'menghujatnya', 'saja', 'biar', 'lebih', 'concern', 'vendornya']","['rek', 'jam', 'terpantau', 'berhasil', 'nama', 'vendor', 'terlibat', 'kebakaran', 'bromo', 'menghujatnya', 'biar', 'concern', 'vendornya']","['rek', 'jam', 'pantau', 'hasil', 'nama', 'vendor', 'libat', 'bakar', 'bromo', 'hujat', 'biar', 'concern', 'vendor']",rek jam pantau hasil nama vendor libat bakar bromo hujat biar concern vendor
33,"@kevinpramudya_ Lagian kondisi rumput lagi coklat kering kok pake flare, menurutku ngga masuk aja konsepnya terlepas dari bahaya karena memicu kebakaran, Area sekitar kering tapi pake long coat hadeehh aku setuju dengan kata sayang bromo kebakaran demi prewedding dg konsep yg jelek banget 😂""",2023-09-07 16:08:16+00:00,1," Lagian kondisi rumput lagi coklat kering kok pake flare, menurutku ngga masuk aja konsepnya terlepas dari bahaya karena memicu kebakaran, Area sekitar kering tapi pake long coat hadeehh aku setuju dengan kata sayang bromo kebakaran demi prewedding dg konsep yg jelek banget 😂""", Lagian kondisi rumput lagi coklat kering kok pake flare menurutku ngga masuk aja konsepnya terlepas dari bahaya karena memicu kebakaran Area sekitar kering tapi pake long coat hadeehh aku setuju dengan kata sayang bromo kebakaran demi prewedding konsep jelek banget , lagian kondisi rumput lagi coklat kering kok pake flare menurutku ngga masuk aja konsepnya terlepas dari bahaya karena memicu kebakaran area sekitar kering tapi pake long coat hadeehh aku setuju dengan kata sayang bromo kebakaran demi prewedding konsep jelek banget ,"['lagian', 'kondisi', 'rumput', 'lagi', 'coklat', 'kering', 'kok', 'pake', 'flare', 'menurutku', 'ngga', 'masuk', 'aja', 'konsepnya', 'terlepas', 'dari', 'bahaya', 'karena', 'memicu', 'kebakaran', 'area', 'sekitar', 'kering', 'tapi', 'pake', 'long', 'coat', 'hadeehh', 'aku', 'setuju', 'dengan', 'kata', 'sayang', 'bromo', 'kebakaran', 'demi', 'prewedding', 'konsep', 'jelek', 'banget']","['lagian', 'kondisi', 'rumput', 'lagi', 'coklat', 'kering', 'kok', 'pakai', 'flare', 'menurutku', 'enggak', 'masuk', 'saja', 'konsepnya', 'terlepas', 'dari', 'bahaya', 'karena', 'memicu', 'kebakaran', 'area', 'sekitar', 'kering', 'tapi', 'pakai', 'long', 'coat', 'aduh', 'aku', 'setuju', 'dengan', 'kata', 'sayang', 'bromo', 'kebakaran', 'demi', 'prewedding', 'konsep', 'jelek', 'banget']","['kondisi', 'rumput', 'coklat', 'kering', 'pakai', 'flare', 'menurutku', 'masuk', 'konsepnya', 'terlepas', 'bahaya', 'memicu', 'kebakaran', 'area', 'kering', 'pakai', 'long', 'coat', 'aduh', 'setuju', 'sayang', 'bromo', 'kebakaran', 'prewedding', 'konsep', 'jelek', 'banget']","['kondisi', 'rumput', 'coklat', 'kering', 'pakai', 'flare', 'turut', 'masuk', 'konsep', 'lepas', 'bahaya', 'picu', 'bakar', 'area', 'kering', 'pakai', 'long', 'coat', 'aduh', 'tuju', 'sayang', 'bromo', 'bakar', 'prewedding', 'konsep', 'jelek', 'banget']",kondisi rumput coklat kering pakai flare turut masuk konsep lepas bahaya picu bakar area kering pakai long coat aduh tuju sayang bromo bakar prewedding konsep jelek banget
34,"@panditfootball Bentar lagi kebakaran sabana bromo gara gara angin, lagi?????",2023-09-07 16:15:14+00:00,2," Bentar lagi kebakaran sabana bromo gara gara angin, lagi?????", Bentar lagi kebakaran sabana bromo gara gara angin lagi , bentar lagi kebakaran sabana bromo gara gara angin lagi ,"['bentar', 'lagi', 'kebakaran', 'sabana', 'bromo', 'gara', 'gara', 'angin', 'lagi']","['bentar', 'lagi', 'kebakaran', 'sabana', 'bromo', 'gara', 'gara', 'angin', 'lagi']","['bentar', 'kebakaran', 'sabana', 'bromo', 'gara', 'gara', 'angin']","['bentar', 'bakar', 'sabana', 'bromo', 'gara', 'gara', 'angin']",bentar bakar sabana bromo gara gara angin
35,itu orang yg prewed di bromo sampe kebakaran gabakal jadi nikah gak sih? duitnya bakal dipake bayar denda.. wkwk,2023-09-07 16:17:39+00:00,2,itu orang yg prewed di bromo sampe kebakaran gabakal jadi nikah gak sih? duitnya bakal dipake bayar denda.. wkwk,itu orang prewed bromo sampe kebakaran gabakal jadi nikah gak sih duitnya bakal dipake bayar denda wkwk,itu orang prewed bromo sampe kebakaran gabakal jadi nikah gak sih duitnya bakal dipake bayar denda wkwk,"['itu', 'orang', 'prewed', 'bromo', 'sampe', 'kebakaran', 'gabakal', 'jadi', 'nikah', 'gak', 'sih', 'duitnya', 'bakal', 'dipake', 'bayar', 'denda', 'wkwk']","['itu', 'orang', 'prewed', 'bromo', 'sampai', 'kebakaran', 'enggak bakal', 'jadi', 'nikah', 'enggak', 'sih', 'duitnya', 'bakal', 'dipakai', 'bayar', 'denda', 'wkwk']","['orang', 'prewed', 'bromo', 'kebakaran', 'enggak bakal', 'nikah', 'duitnya', 'dipakai', 'bayar', 'denda', 'wkwk']","['orang', 'prewed', 'bromo', 'bakar', 'enggak bakal', 'nikah', 'duit', 'pakai', 'bayar', 'denda', 'wkwk']",orang prewed bromo bakar enggak bakal nikah duit pakai bayar denda wkwk
36,sedih banget liat bromo kebakaran gitu FAKMENNNNNNN,2023-09-07 16:20:11+00:00,1,sedih banget liat bromo kebakaran gitu FAKMENNNNNNN,sedih banget liat bromo kebakaran gitu FAKMENN,sedih banget liat bromo kebakaran gitu fakmenn,"['sedih', 'banget', 'liat', 'bromo', 'kebakaran', 'gitu', 'fakmenn']","['sedih', 'banget', 'lihat', 'bromo', 'kebakaran', 'begitu', 'fakmenn']","['sedih', 'banget', 'lihat', 'bromo', 'kebakaran', 'fakmenn']","['sedih', 'banget', 'lihat', 'bromo', 'bakar', 'fakmenn']",sedih banget lihat bromo bakar fakmenn
37,"sori but JELEK BANGET😭😭😭 imagine udah jauh jauh ke bromo, bikin kebakaran, ditangkep polisi tapi..... fotonya jelek....... masih lebih oke foto di waduk cengklik i must say🙏🙏🙏🙏",2023-09-07 16:25:57+00:00,1,"sori but JELEK BANGET😭😭😭 imagine udah jauh jauh ke bromo, bikin kebakaran, ditangkep polisi tapi..... fotonya jelek....... masih lebih oke foto di waduk cengklik i must say🙏🙏🙏🙏",sori but JELEK BANGET imagine udah jauh jauh bromo bikin kebakaran ditangkep polisi tapi fotonya jelek masih lebih oke foto waduk cengklik must say ,sori but jelek banget imagine udah jauh jauh bromo bikin kebakaran ditangkep polisi tapi fotonya jelek masih lebih oke foto waduk cengklik must say ,"['sori', 'but', 'jelek', 'banget', 'imagine', 'udah', 'jauh', 'jauh', 'bromo', 'bikin', 'kebakaran', 'ditangkep', 'polisi', 'tapi', 'fotonya', 'jelek', 'masih', 'lebih', 'oke', 'foto', 'waduk', 'cengklik', 'must', 'say']","['sori', 'but', 'jelek', 'banget', 'imagine', 'sudah', 'jauh', 'jauh', 'bromo', 'bikin', 'kebakaran', 'ditangkep', 'polisi', 'tapi', 'fotonya', 'jelek', 'masih', 'lebih', 'oke', 'foto', 'waduk', 'cengklik', 'must', 'sayang']","['sori', 'but', 'jelek', 'banget', 'imagine', 'bromo', 'bikin', 'kebakaran', 'ditangkep', 'polisi', 'fotonya', 'jelek', 'oke', 'foto', 'waduk', 'cengklik', 'must', 'sayang']","['sori', 'but', 'jelek', 'banget', 'imagine', 'bromo', 'bikin', 'bakar', 'ditangkep', 'polisi', 'foto', 'jelek', 'oke', 'foto', 'waduk', 'cengklik', 'must', 'sayang']",sori but jelek banget imagine bromo bikin bakar ditangkep polisi foto jelek oke foto waduk cengklik must sayang
